1717336449480,2,100,100,100,4204
1717336458641,2,100,100,100,4510
1717336467939,2,100,100,100,4178
1717336477008,3,100,100,100,2594
1717336484601,3,100,100,100,2549
1717336491989,3,100,100,100,2525
1717336499517,4,100,100,100,1869
1717336506580,4,100,100,100,2104
1717336513864,4,100,100,100,2942
1717336522820,5,100,100,100,2181
1717336530321,5,100,100,100,2169
1717336537716,5,100,100,100,2323
1717336545561,6,100,100,100,2170
1717336552929,6,100,100,100,2196
1717336560453,6,100,100,100,2383
1717336568865,7,100,100,100,2100
1717336576393,7,100,100,100,2173
1717336583832,7,100,100,100,2149
1717336591320,8,100,100,100,2333
1717336598993,8,100,100,100,2599
1717336607101,8,100,100,100,2209
1717336615177,9,100,100,100,2243
1717336623653,9,100,100,100,2243
1717336631553,9,100,100,100,2145
1717336639256,10,100,100,100,2128
1717336647149,10,100,100,100,2180
1717336654884,10,100,100,100,2146
1717336662740,11,100,100,100,2052
1717336671000,11,100,100,100,2113
1717336678820,11,100,100,100,1994
1717336686552,12,100,100,100,2049
1717336694172,12,100,100,100,2100
1717336701941,12,100,100,100,1989
1717337381822,2,100,100,100,4203
1717337391016,2,100,100,100,4178
1717337400100,2,100,100,100,4173
1717337409303,2,100,100,100,5430
1717337419666,2,100,100,100,4762
1717337429365,2,100,100,100,4371
1717337439335,2,100,100,100,4502
1717337448935,2,100,100,100,4264
1717337458086,2,100,100,100,4198
1717337467211,2,100,100,100,4243
1717337476327,2,100,100,100,4165
1717337485444,2,100,100,100,4210
1717337496619,2,100,100,100,4217
1717337505670,2,100,100,100,4170
1717337514780,2,100,100,100,4155
1717337527931,2,100,100,100,4183
1717337537153,2,100,100,100,4370
1717337546575,2,100,100,100,4548
1717337556072,2,100,100,100,4346
1717337565159,2,100,100,100,4125
1717337574113,2,100,100,100,4172
1717337583289,2,100,100,100,5596
1717337594016,2,100,100,100,4087
1717337603103,2,100,100,100,4138
1717337612136,2,100,100,100,4175
1717337621247,2,100,100,100,4235
1717337630441,2,100,100,100,4174
1717337639547,2,100,100,100,4300
1717337648937,2,100,100,100,4230
1717337658094,2,100,100,100,4867
1717337668641,2,100,100,100,4284
1717337680020,2,100,100,100,4142
1717337688961,2,100,100,100,4233
1717337698126,2,100,100,100,4325
1717337707447,2,100,100,100,4346
1717337716781,2,100,100,100,4280
1717337726082,2,100,100,100,4069
1717337735314,2,100,100,100,4343
1717337744413,2,100,100,100,4191
1717337754047,2,100,100,100,4230
1717337763286,2,100,100,100,4281
1717337772884,2,100,100,100,4868
1717337782664,2,100,100,100,5004
1717337792749,2,100,100,100,4969
1717337803318,2,100,100,100,4267
1717337812936,2,100,100,100,4232
1717337822039,2,100,100,100,4239
1717337831151,2,100,100,100,4486
1717337840337,2,100,100,100,4232
1717337849928,2,100,100,100,4371
