1719162321648,2,100,100,100,3463
1719162330222,2,100,100,100,3524
1719162338848,2,100,100,100,3471
1719162347303,2,100,100,100,3512
1719162355992,2,100,100,100,3546
1719162364607,2,100,100,100,3725
1719162373184,2,100,100,100,3403
1719162381711,2,100,100,100,3521
1719162390520,2,100,100,100,3491
1719162399471,2,100,100,100,3513
1719162408135,2,100,100,100,3481
1719162417344,2,100,100,100,3910
1719162426772,2,100,100,100,3479
1719162435593,2,100,100,100,3478
1719162444665,2,100,100,100,3504
1719162453704,2,100,100,100,3494
1719162462858,2,100,100,100,3511
1719162471647,2,100,100,100,3476
1719162480326,2,100,100,100,3428
1719162489640,2,100,100,100,3527
1719162498451,2,100,100,100,3494
1719162507359,2,100,100,100,3444
1719162516573,2,100,100,100,3472
1719162525936,2,100,100,100,3467
1719162534902,2,100,100,100,3448
1719162543603,2,100,100,100,3515
1719162552620,2,100,100,100,3532
1719162562141,2,100,100,100,3545
1719162571666,2,100,100,100,3596
1719162580830,2,100,100,100,3463
1719162590041,3,100,100,100,2033
1719162598640,3,100,100,100,2181
1719162607105,3,100,100,100,2127
1719162615095,3,100,100,100,1980
1719162622865,3,100,100,100,2161
1719162630568,3,100,100,100,2009
1719162638329,3,100,100,100,2104
1719162646529,3,100,100,100,2005
1719162654554,3,100,100,100,2091
1719162662492,3,100,100,100,2168
1719162671313,3,100,100,100,2169
1719162679828,3,100,100,100,2006
1719162687774,3,100,100,100,2079
1719162696295,3,100,100,100,2051
1719162704254,3,100,100,100,1991
1719162712162,3,100,100,100,2061
1719162720192,3,100,100,100,2106
1719162728651,3,100,100,100,2078
1719162737448,3,100,100,100,2099
1719162745686,3,100,100,100,2029
1719162753748,3,100,100,100,2060
1719162761938,3,100,100,100,2028
1719162770950,3,100,100,100,2135
1719162779847,3,100,100,100,2089
1719162788599,3,100,100,100,2211
1719162796985,3,100,100,100,2056
1719162805732,3,100,100,100,2115
1719162814658,3,100,100,100,2152
1719162823284,3,100,100,100,2064
1719162831472,3,100,100,100,2203
1719162840279,4,100,100,100,1649
1719162849128,4,100,100,100,1605
1719162857175,4,100,100,100,1684
1719162865368,4,100,100,100,1649
1719162873435,4,100,100,100,1659
1719162881551,4,100,100,100,1591
1719162890371,4,100,100,100,1627
1719162898627,4,100,100,100,1651
1719162906823,4,100,100,100,1670
1719162914960,4,100,100,100,1618
1719162923207,4,100,100,100,1713
1719162931515,4,100,100,100,1649
1719162939823,4,100,100,100,1614
1719162948087,4,100,100,100,1597
1719162957003,4,100,100,100,1619
1719162965531,4,100,100,100,1652
1719162973691,4,100,100,100,1654
1719162982051,4,100,100,100,1735
1719162991107,4,100,100,100,1641
1719162999499,4,100,100,100,1649
1719163008719,4,100,100,100,1773
1719163017335,4,100,100,100,1703
1719163026635,4,100,100,100,1665
1719163035551,4,100,100,100,1647
1719163044928,4,100,100,100,1672
1719163053651,4,100,100,100,1658
1719163062148,4,100,100,100,1650
1719163071379,4,100,100,100,1622
1719163080299,4,100,100,100,1646
